Body,Date,Feedbacks,HelpfulFeedbacks,MemberID,ProductID,Rating,RealName,ReviewID,ReviewOrder,Title_x,Verified,Label,Sales Rank,Brand,Sales Price,Title_y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"After seeing that some folks had a problem with the itrip, I was a little hesitant. Also, I had one in the past that did not work well--lots of static (it was one of the ones that plugged directly into the bottom of your ipod, no cord). However, this one works well. I have used it in the urban area where I live for weeks with no problem and have also used it in more rural areas with good results. It's easy to use--the digital display is great. I got it on Amazon for about 1/3 of the price it was selling for at Target, so that was a great deal too.",1/18/2009,0.0,0.0,A26469S5741KMR,B000BWACX2,5.0,1.0,672568.0,385.0,great deal; works really well,0.0,0,0,Griffin Technologies,69.99,Griffin 9501-TRIPCB iTrip Auto FM Transmitter and Auto Charger for iPod,Brand->Griffin Technology,BatteriesIncluded->0,EAN->0685387092079,Binding->Electronics,"Feature->Combines a powerful FM transmitter with an integrated charger in order to recharge your iPod, while transmitting clear music through your car stereo",IsFragile->0,IsMemorabilia->0,ItemDimensions,Label->Griffin Technologies,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->Griffin Technologies,Model->9501-TRIPCBL,MPN->9501-TRIPCBL,PackageDimensions,ProductGroup->CE,"Feature->Compatible with every dock connector iPod, including the iPod Nano and 5th-generation iPods videos","Feature->Features selectable LX and DX modes for best-quality audio under real-world conditions, best-possible RF technology, and Griffin's world-class industrial design","Feature->Can operate anywhere from the 88.1 to 107.9 MHz frequencies, with a frequency response ranging from 50 Hz to 15 KHz, at a range from 10 to 30 feet","Feature->Weighs 0.6 ounces, measures 0.49 x 2.84 inches (W x D) with a total length of 33.47 inches including the cord, and comes backed by a manufacturer's limited 1-year warranty",IsAutographed->0
"After searching for a couple of months for something that could enable me to connect my sling box through wireless connection, I decided to buy the Buffalo. When it arrived I hooked it up and worked immediately.  I did not even have to install software!!!! The connection speed is great. Inexpensive versus ""wired"" bridges, EASY set-up and it works fantastic.",3/3/2007,0.0,0.0,A2DXUW56P5Y2RL,B000BNDEZY,5.0,1.0,675797.0,19.0,"If you are looking to make your Sling Box wireless, BUY IT!!!!!",0.0,0,1381,BUFFALO,79.99,Buffalo Technology AirStation Turbo G High Power Wireless Ethernet Converter ( WLI-TX4-G54HP ),Brand->BUFFALO,BatteriesIncluded->0,EAN->0747464109725,Binding->Electronics,Feature->Buffalo Technol WLI-TX4-G54HP TurboG HighPower Wireless Cv,ListPrice,Manufacturer->BUFFALO,Model->WLI-TX4-G54HP,MPN->WLI-TX4-G54HP,PackageDimensions,ProductGroup->CE,Publisher->BUFFALO,SpecialFeatures->nv:Device Type^Wireless Bridge|Interface^RJ-45|Form Factor^Desktop|Wireless Network Standards^IEEE 802.11g|Wireless Data Transfer Rates^125 Mbps|Wireless Network Configuration^Ad-Hoc (Peer-to-Peer)|Wireless Network Configuration^Infrastructure|Security Protocols^128-bit WEP|Security Protocols^64-bit WEP|Security Protocols^WPA-PSK|Modulation Technology^OFDM|Modulation Technology^DSSS|Networking Standards^IEEE 802.3 Ethernet 10Base-T|Networking Standards^IEEE 802.3u Ethernet 100Base-TX,Studio->BUFFALO,Title->Buffalo Technology AirStation Turbo G High Power Wireless Ethernet Converter ( WLI-TX4-G54HP ),UPC->747464109725,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->BUFFALO,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred."
after so many recalls from China we did not want our baby eating of plastic made over there. Although it has its downpoints it has one major good point _ made in Italy.,11/16/2007,0.0,0.0,A3V3YN2D855HIA,B000BN7Q3U,5.0,1.0,675909.0,5.0,best part - it is NOT MADE IN CHINA,0.0,0,2203,Peg Perego USA,159.99,Prima Pappa Diner,Brand->Peg Perego USA,BatteriesIncluded->0,Color->pink,Binding->Baby Product,EAN->0016337373717,ItemDimensions,Label->Peg Perego USA,ListPrice,Manufacturer->Peg Perego USA,Model->IMPDINUS40,MPN->IMPDINUS49PCU29,PackageDimensions,ProductGroup->Baby Product,Publisher->Peg Perego USA,Studio->Peg Perego USA,Title->Prima Pappa Diner,"Feature->Fully assembled, ready to use",Feature->Seat adjusts to seven height positions and has one-hand operation to recline seat in four positions,"Feature->Dual trays; large dinner tray for serving and eating is dishwasher safe, main play tray removes easily with one hand (with or without dinner tray attached)",Feature->Five-point safety harness and passive restraint system,"Feature->New large, mar-resistant castor wheels with brakes"
"After seeing many friends with this mat, we finally bought one.  We use it at our kitchen table instead of using it for travel.  Our son loves it, too.  It's easy to clean and doesn't stain!  We are giving it as a gift to all of our friends who have new babies.  We will be buying another one ourselves when our daughter is old enough to feed herself.",3/21/2005,1.0,1.0,A15D8R5208BSWP,B000BH79YW,5.0,1.0,678400.0,79.0,Love it!  Use it every day!,0.0,0,861,Kiddopotamus & Co,10.99,TinyDiner« Portable Placemat Pink Hey Diddle Diddle design,Brand->Kiddopotamus & Co,BatteriesIncluded->0,Color->Pink,Binding->Baby Product,EAN->0750849103171,Label->Kiddopotamus & Co,ListPrice,Manufacturer->Kiddopotamus & Co,Model->10317,PackageDimensions,ProductGroup->Baby Product,Publisher->Kiddopotamus & Co,ReleaseDate->2006-09-22,Studio->Kiddopotamus & Co,Title->TinyDiner« Portable Placemat Pink Hey Diddle Diddle design,UPC->750849103171,Feature->Raised edges contain mess at home and at restaurants,Feature->Suction cups on the bottom keep the placemat in place,Feature->Protects your child from table germs,Feature->Big mat rolls up into a tube,Feature->Made of plastic; for ages 6-30 mos.
"After seeing this product used by a associate, I decided to try it in our company.  We were looking for a more durable option for our employees to carry company cards.  The size is perfect for employees to put gas cards, business cards, VISA.  We further customized the product with labels and contact numbers.  The uses of the Bungee Card Case is limited by your imagination! Personally I load the cards that I will be using that day and slip it into my pocket. If I lose it, I only lost a few cards and not my entire life...  You can carry business cards (30+) and hunting licenses and tags!  We may even buy more to place in our vehicle glove box to hold license and registration papers making a fast easy find! Of the 20 we recently purchased not one has faulted!",10/11/2007,2.0,2.0,A3ITXQXCHLZVL9,B000BFR39A,5.0,1.0,678964.0,31.0,A great organizational tool!,0.0,0,2726,Umbra,5.99,Bungee Business Card Case / Wallet (Red/Aluminum),EAN->0028295107419,Binding->Office Product,"Feature->Umbra Bungee Gel business card case with elastic closure. A slim way to organize credit and business cards, money, keys and anything you can think of. Measures 4 1/2 x 2 3/4 x 1/2 inches.",Color->Translucent  Red,ItemDimensions,Publisher->Umbra,Studio->Umbra,Title->Bungee Business Card Case / Wallet (Red/Aluminum),UPC->028295107440,,,,,,,,Label->Umbra,ListPrice,Manufacturer->Umbra,Model->460330-647,ProductGroup->Office Product
"After seeing my friend's Modix HD-3510 hard drive based multimedia player, I wanted one too.  But, I wanted to do one better than my friend and get the Mvix MV-5000U (I think this model is the latest and supposedly most advanced of its kind) with the FM transmitter thinking I can use it in the car without the cassette adapter.  WRONG. Maybe I don't know how to use this unit properly because the sound quality is bad.  I hear hissing noise through the FM.  Same song plays well if I connect it directly to my sound system. The remote control is not very responsive.  I have to press the same button several times before it does anything. On the positive note, it plays most of my DivX, XviD files and all of my MP3 files.  Watching the video on the TV is a great experience.  Installing and configuring the hard drive was a snap.  I haven't tried the DVD ISO but hope it will play just as well. On the negative note, yes it is portable but its bigger than the Modix (about 50% thicker).  I feel the screen on the unit is useless.  After a week, the fan on the unit started to make noticeable sound. Because I had a chance to compare my Mvix with my friends Modix, I feel that I made a bad choice.  Mvix looked very slick on the internet but not in real life.  The company's support was sub par in my experience (their web support is non existent).  I am not a technically savvy person.  Long as it works without any problem and looks great doing it with good support when I need it, I am happy.  But that is not what I got. If you don't need the FM function, get something else.",11/15/2005,8.0,4.0,A2VVP5ND0G25W8,B000B9V3WO,2.0,0.0,680333.0,3.0,Not what I expected (I want my money back),0.0,0,7982,Mvix,249.0,MVIX (MV-5000U) Multimedia Player (w/ FM Transmiter),EAN->8809154177000,Brand->Mvix,Feature->Divx / AVI / MPEG1 / MPEG2 / MPEG 4 / Xvid / ISO / VOB / VCD (DAT) Video/Movie Player,Color->Grey / Silver,Feature->MP3 / AC3 / MP2 / OGG / WMA / DTS Audio Player / M3U Playlists,ListPrice,Manufacturer->Mvix,Model->MV-5000U,MPN->MV-5000U,ProductGroup->CE,Publisher->Mvix,"SpecialFeatures->LCD panel : 128 X 64   |   UP Scaling : 1920 X 1080i, 1280 X 720p",Studio->Mvix,Title->MVIX (MV-5000U) Multimedia Player (w/ FM Transmiter),,,"Feature->JPEG Slideshow Player, External HDD Portable Enclosure, FM Transmitter","Feature->S-video, Component Video, Optical Audio, USB 2.0, RCA 2-CH, Coaxial","Feature->Video Up-Scaling: 1920 X 1080i, 1280 X 720p, Compatibility: NTSC / PAL / AUTO",ItemDimensions,Label->Mvix
"After searching through reviews online, I decided to purchase the HB-207.  Users had lauded its comfort, ease of use, and versatility.  The bag is very sturdy, comfortably designed, and has the capability of holding a ton of equipment.  In fact, there are times when I have loaded down the bag to the point that it didn't meet airline carry-on weight expectations.  Nevertheless, because it is a backpack, I've never been asked to weigh it or check it at the airline counter. The bag is a bit large for casual use.  I would not recommended it as a day pack due to its bulky girth.  The bag is also not as convenient as a traditional shoulder bag when it comes to accessing your gear.  Despite its size, however, it still comfortably fits in an airline luggage compartment. The rear laptop compartment fits a bit snug.  If you are using a Mac or a small, slim computer, you should be fine. But if your computer measures greater than 15 1/2"" x 11"" x 2"", you'll be shoving and prodding just to get it to fit. In conclusion, the bag's pros consist of sturdy, well-crafted design, comfort, space, versatility, and, to a degree, inconspicuousness.  The cons might be it's lack of easy access on the field and its girth, rendering it useless for day trips.  But the bags pros far outweigh the cons.",7/2/2007,13.0,13.0,AD2Y80VE9HYR4,B000AOTTW6,4.0,1.0,684509.0,11.0,A well crafted bag that is near perfect,0.0,0,0,Kata,265.0,Kata GDC Series HB-207-T Hiker Backpack with InserTrolley for 2 - 3 SLR Bodies Plus Extras.,EAN->0719821251637,Binding->Electronics,ItemDimensions,Brand->Kata,Label->Kata,Studio->Kata,Title->Kata GDC Series HB-207-T Hiker Backpack with InserTrolley for 2 - 3 SLR Bodies Plus Extras.,,,,,,,,,,Manufacturer->Kata,Model->KTHB207,MPN->KTHB207T,ProductGroup->Photography,Publisher->Kata
"After some minor frustration getting up and running (forgot to delete the original teaser software before loading full program, then it required several updates to work out a few known bugs), I've found Paint Shop Pro X with Corel Photo Album both fun and easy to use.  Family and friends love getting picture collages of events (great way to document the party or outing onto a single sheet, especially when some of the shots just aren't clear enough or special enough to stand alone on a larger print). The red eye removal feature is eerily accurate (how do they do that?!?) and the plethora of paint shop tools are similar to those found with Adobe Photo Shop. The main difference is that I was up and running without reading the Paint Shop Pro X manual; with Photo Shop, I had to read chapters and jot down notes to remember how to do something a month or two down the road. Especially recommend this software for avid scrapbookers.",11/4/2006,1.0,1.0,A1XGDPF67RJGTQ,B000AONOLI,4.0,1.0,684541.0,32.0,Fun Features & Easy To Use,0.0,0,348,Corel,99.99,Corel Paint Shop Pro X [Old Version],Brand->Corel,BatteriesIncluded->0,Creator->Windows,Binding->CD-ROM,EAN->0735163104677,Format->CD,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->Corel,ListPrice,Manufacturer->Corel,Model->PSPXENGPC,MPN->pspxengpc,PackageDimensions,Platform->Windows XP,"Feature->Simple, one-click red-eye removal",Feature->Over 500 different Special Effects & NEW Picture Tubes,Feature->Black & White Conversion and Black & White Infrared Conversion filters - can control the contrast strength and adjust the grain level of your photos to simulate real black and white or infrared film,Feature->One-Step Noise Fix removes digital camera noise or excess graininess,Feature->Color Management engine lets you read and save color profile data and ensures screen to-print color matching
"After six weeks my unit started continuously shutting off. The manual says this can happen if the unit is not cleaned. However, I did clean the unit and replaced the filter with no success.",12/21/2006,6.0,4.0,AKP4DK39O9GTI,B000AO16AY,1.0,1.0,684956.0,179.0,Unit Failed after 6 Weeks,0.0,0,113,Honeywell,79.99,Honeywell HWM450 Quick Steam Warm Moisture Humidifier,EAN->0092926343217,Binding->Kitchen,Feature->Warm steam humidifier reduces static electricity and prevents drying in indoor environments; manufactured by Honeywell,Brand->Honeywell,"Feature->Heats water with a stainless-steel heater; easy to fill, clean, and carry water tank; digital controls and LCD display",ItemDimensions,Label->Honeywell,ListPrice,Manufacturer->Honeywell,Model->HWM450,MPN->HWM-450,PackageDimensions,ProductGroup->Kitchen,Publisher->Honeywell,Studio->Honeywell,Title->Honeywell HWM450 Quick Steam Warm Moisture Humidifier,Feature->Outputs 4 gallons of moist steam per tank; best employed in rooms up to 1400 square feet in size,Feature->Medicine cup provided for dispensing vapors; clean regularly to prevent mold and germs from festering,Feature->Humidifier measures 15.55 by 14.57 by 10.24 inches and weighs 6 pounds upon shipping; no filter needed for this item,IsAutographed->0,IsMemorabilia->0
"After searching for a long time, we finally bought the Garmin C340 GPS about two months ago. We have used it on many trips and have been very happy with it. We have recommended it to many friends and even bought a second one as a Christmas gift. Even though we like it a lot, we have learned that it's not perfect. It seems that it will always get you where you're going, usually by the shortest route, but not always. It's wise to double check the proposed route for long trips on a map to see if it makes sense to you. We recently moved to a new city and it has been invaluable for house hunting, etc. We doubt that there is a better unit available for anything close to the current price (about $400). Once you have a GPS, you will probably never be without one again. We would highly recommend the dash mount as well. It works great and is easier to use than the windshield mount.",1/9/2007,0.0,0.0,A2JKDH4DUN13WI,B000A5TAT2,5.0,1.0,687775.0,187.0,Great Product,0.0,0,29,Garmin,857.99,"Garmin Streetpilot C340 Portable GPS Navigation System, Traffic Ready",Brand->Garmin,BatteriesIncluded->1,EAN->0753759050658,Binding->Electronics,Feature->3.5-inch diagonal display with touch-screen makes navigating a breeze,IsMemorabilia->0,ItemDimensions,Label->Garmin,ListPrice,Manufacturer->Garmin,Model->010-00401-20,MPN->010-00401-20,PackageDimensions,ProductGroup->CE,Publisher->Garmin,SpecialFeatures->Distance,Feature->Dual integrated speakers for high-quality voice prompts,Feature->Choose between a three-dimensional mapping perspective or 2D overhead view,"Feature->Comes preloaded with Garmin City Select NT Version 7 street data of the entire United States, Canada, and Puerto Rico",Feature->Optional real-time traffic information capability,IsAutographed->0
After seeing all the reviews I decided to purchase this potty for my son. It's very sturdy and easy to clean.,7/19/2007,1.0,0.0,A2ISCA148HGORG,B0009OLSZ8,5.0,0.0,695004.0,9.0,Great Potty,0.0,0,80,Baby Bjorn,22.95,Babybjorn Potty Chair - Snow White,Color->White,Binding->Baby Product,EAN->0874594005105,Brand->Baby Bjorn,Feature->Removable inner potty for easy cleaning,ListPrice,Manufacturer->Baby Bjorn,Model->055121US,MPN->BU#98-80298,PackageDimensions,ProductGroup->Baby Product,Publisher->Baby Bjorn,Studio->Baby Bjorn,Title->Babybjorn Potty Chair - Snow White,UPC->874594005105,,Feature->Sturdy backrest and arm rests,Feature->Dimensions: 13.5 x 13.5 x 12 (inches),"Feature->For health and hygiene reasons, we cannot accept returns on this item",ItemDimensions,Label->Baby Bjorn
"After some comparison analysis of the existing teleconverters that can be used with my Canon S3 IS, Sony was an obvious choice. I always use 58mm adapter(from LensmateOnline)with UV filter and the teleconverter can be easily and quickly attached on the top of the filter (and I mean easily). The most time-consuming part is to extract it from the pouch it comes with, so it is better to use a larger bag that can accommodate both camera and the lens. The resulting image quality is very good and Canon's stabilization does a good job even with the full zoom (735 mm equivalent) in low light - see posted picture sample.",5/8/2007,8.0,8.0,A25JU0TQPQTXCU,B0009OAFJ8,5.0,1.0,695524.0,42.0,Good match for Canon Powershot S3 IS,0.0,0,0,Sony,149.99,Sony VCL-DH1758 Tele Conversion Lens for DSCH1 Digital Camera,EAN->0027242656451,Binding->Electronics,Feature->1.7x Magnification,Brand->Sony,Feature->Autofocus,ItemDimensions,Label->Sony,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->Sony,Model->VCL-DH1758,MPN->VCL-DH1758,PackageDimensions,ProductGroup->Photography,Publisher->Sony,Studio->Sony,Feature->High grade construction,Feature->Features a 3 group and 5 element design,Feature->Includes a carrying pouch,IsAutographed->0,IsMemorabilia->0
"After searching for a product to aid in my swimming workouts, was very disappointed in the H20 audio sv-mini.  While the unit did keep its word in keeping my ipod mini dry, the sound quality was horrible and the volume barely detectable.  Don't bother.",3/17/2006,4.0,4.0,A1AYUM20USTQ2C,B0009IZSAK,1.0,1.0,698778.0,5.0,Disappointing,0.0,0,0,H20 Audio,149.95,H2O Audio SV-iMini Waterproof Housing and Headphones,Brand->H20 Audio,BatteriesIncluded->0,Color->Clear,Binding->Electronics,EAN->0689076218221,Label->H20 Audio,ListPrice,Manufacturer->H20 Audio,Model->5323-SVMN,MPN->5323-SVMN,PackageDimensions,ProductGroup->CE,Publisher->H20 Audio,Studio->H20 Audio,Title->H2O Audio SV-iMini Waterproof Housing and Headphones,UPC->689076218221,Feature->Fits the iPod Mini 4GB and 6GB models,Feature->Allows easy access to iPod and MP3 player controls & functions,Feature->Secure latching system,Feature->Submersible up to 10ft (3 meters),Feature->Includes waterproof headset and silicon earplugs
"After seeing this mouse pad in person, it's easy to understand the all-consuming popularity of hello kitty in Japan. The authors of last year's ""Democracy"" satire said that hello kitty was actually the new Japanese national symbol.  After trying out this mousepad, I think you'll really agree. A word of warning:  the mousepad does not work quite as well with optical mouse devices as it does with the older-style roller mouse devices. I cannot bring myself to refer to a mouse in the pural in the obvious way;  it might scare kitty.",5/9/2006,3.0,2.0,ABX7SEE84DMLU,B0009IB6JC,3.0,1.0,699124.0,5.0,Easy to See,0.0,0,35011,Spectra Merchandising,9.99,Hello Kitty Computer Mousepad - KT4000,EAN->0077283014000,BatteriesIncluded->0,Feature->Mousepad with Hello Kitty face,Brand->Hello Kitty,Feature->Smooth-glide surface,MPN->KT4000,NumberOfItems->1,PackageDimensions,ProductGroup->CE,Publisher->Spectra Merchandising,Studio->Spectra Merchandising,Title->Hello Kitty Computer Mousepad - KT4000,UPC->077283014000,,,,ItemDimensions,Label->Spectra Merchandising,ListPrice,Manufacturer->Spectra Merchandising,Model->KT4000
"After searching for so long time, finally I decided to buy this TV from Amazon.com, which was something I never did before. Naturally it is risky to buy a big stuff that you cannot see in advance and you cannot return. However, for the reason I do not know, I bought it from Amazon.com. I like product from Sony, which looks so great in store. But I do not like Japanese Government because they never admitted that Japan killed/tortured millions of Asian people. So I do not want to buy a product from Japan and let me feeling hurt. Anyway, I bought this Samsung DLP TV, which turns out to be a good decision. Everything seems so good. Especially it is easy to set up. The only thing I am not quit sure is that when I play animated movie, the color of white seems not comfortable for eyes. It looks like there are one layer ""float"" on the screen. But it is hardly visible. When I watch a real movie, everything seems good. My wife prefer Sony. In a word, very good TV, but may not as good as Sony.",3/20/2006,12.0,0.0,A3AAWQPN7H39FO,B0009EXVNA,4.0,0.0,700860.0,4.0,Most probably you will like this TV,0.0,0,16319,Samsung,2299.99,"Samsung HL-R5067W 50"" HD-Ready DLP TV",Brand->Samsung,BatteriesIncluded->1,DisplaySize->50,Binding->Electronics,EAN->0036725250673,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->Samsung,ListPrice,Manufacturer->Samsung,Model->HLR5067W,MPN->HLR5067W,PackageDimensions,ProductGroup->CE,Publisher->Samsung,Feature->50-inch projection HD-ready DLP TV; measures 46.5 x  34.3x14.0  inches (WxHxD),"Feature->Digital Light Processing technology features better color uniformity over time--no burn-in, screen aging","Feature->Built-in HD/Digital tuner (ATSC), 181-channel  tuner (NTSC), and Digital Cable Ready; 16:9 widescreen picture aspect ratio","Feature->Includes 3 composite, 3 S-Video, 2 component, 1 DVI, 1 HDMI, 1 PC (D-Sub), 2 Firewire, 1 Monitor, and 2 RF inputs","Feature->Two stereo speakers, 15 watts apiece (30 watts total)"
"After several calls to Adesso when product failed to function at all, invested in hi-capacity rechargeable batteries which resolved all issues. Customer service was responsive and helpful. Would buy their products when needed.",10/28/2008,0.0,0.0,A2SN3IBF0G3OQY,B00083Y0YG,4.0,0.0,704290.0,56.0,Works as advertised when using hi-capacity rechargeable batteries,0.0,0,2341,ADESSO,0.0,Adesso 2.4 GHZ WIRELESS SLIMTOUCH TOUCHPAD KEYBOARD SILVER W/BLACK KEYS ( WKB-4000US ),EAN->0783750002295,Binding->Electronics,Feature->2.4GHz Smark Link w/4 Auto-Changeable Channels,Brand->ADESSO,Feature->RF means no line of sight restrictions.,ItemDimensions,Label->ADESSO,"LegalDisclaimer->This Site operates AS-IS and AS-AVAILABLE, without liability of any kind. We are not responsible for events beyond our direct control. This Policy is governed by Florida law, excluding conflicts of law principles. Any legal actions against us must be commenced in Florida within one year after the claim arose, or be barred.",ListPrice,Manufacturer->ADESSO,Model->WKB-4000US,MPN->WKB-4000US,ProductGroup->CE,Publisher->ADESSO,SpecialFeatures->nv:Keyboard Type^Wireless|Keys^88|Connection Type^Wireless|Special Features^Touch Pad,Studio->ADESSO,Feature->Two-button touchpad takes the place of your mouse.,Feature->Includes embedded numeric keypad and function keys.,Feature->Small and good looking -- goes anywhere.,IsAutographed->0,IsMemorabilia->0
"After six weeks of use, I enjoy falling asleep to the iPod. Very convenient for that. I appreciate being able to fall asleep to the iPod and being able to wake to a preset radio station or alarm. Many devices will awaken you to whatever sound source put you to sleep. However...the alarm time is tricky to change. Lots of ""keystrokes"" and knob-twisting. Also--and this is a big problem in our house--you cannot seem to set the radio volume for the alarm. It increases in volume to become VERY loud, and will force you to turn it down if you want to listen for a while. You can set the sleep volume, and the radio volume (for normal listening), but cannot control the alarm volume. If it is next to your head, it will be very intrusive when you awaken, and is sure to bother your partner who awakens at a different time (but from a different clock, since this has but one alarm setting). If the ihome is not next to your head, you cannot turn it down because you can't reach it (oops--did you not buy the remote control at extra cost?). Middling audio quality, poor radio reception, dangling AM and FM antenna wires (including a clunky AM loop antenna at the end of a wire--great for a 1930s-vintage crystal set, for those of you who know what those are). I am looking for a scrap of window tinting material to tone down the way-too-bright display. It disturbs even at the lowest brightness setting. The main problems with this are in the software, and all could be fixed with a few revisions. This is a very versatile player at a pretty low price. Don't expect a Bose.",2/5/2006,3.0,1.0,A2FV1FLF61M7PK,B00080FO4O,3.0,0.0,705300.0,15.0,"Versatile Radio/Player Combo, but with Faults",0.0,0,0,iHome,99.99,iHome iH5 Clock Radio for iPod White,Binding->Electronics,BatteriesIncluded->0,Brand->iHome,Batteries->2,Color->White,"Feature->Compatibility: iPod nano (1G only), iPod mini, 3G iPod, 4G iPod with click wheel, iPod Color, iPod Video",IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->iHome,ListPrice,Manufacturer->iHome,Model->iH5,MPN->iH5,PackageDimensions,ProductGroup->CE,EAN->0047532889017,"Feature->Sleep or wake to iPod, AM/FM radio, or buzzer; auto-setting time and date even self-adjusts for Daylight Savings","Feature->Sleep or wake to iPod, AM/FM radio, or buzzer",Feature->Gradual Wake and Gradual Sleep gently increase (alarm) and decrease (sleep) the system volume,"Feature->Clean, contemporary design complements your iPod; stereo speaker drivers in special chambers offer surprisingly good sound"
"After some reasearch on the different camcorders available on the market, I had no doubt that the Canon Optura 60 was the superior choice.  After receiving the unit I had no problem getting set up and was snapping pictures and making videos in no time. One feature that sets this camcorder apart from others is it's ability to take high quality 2 mega-pixel still shots, recording them to a Secure-Digital card.  From my previous experience with Canon cameras it seems that they really know what they are doing in terms of digital photography and the Optura 60 continues to amaze.  The camera has produced still shots that are equal or better in quality to my Olympus C-740UZ. The video quality is excellent and it is very easy to copy your still shots and videos using USB 2.0 OR Firewire to your Windows XP PC. Despite a complicated array of features, the camera can be very simple to use for those who just want to set everything to ""AUTO"", then point and shoot. Goods: * High res 2 mega-pixel stills stored on SD card * Built-in flash and 14x optical zoom * Optical image stabilization to ensure minimized ""shaky hand"" effect * Easy to dump videos and stills to XP PC * Amazingly wide array of features packed into a small sized unit * Excellent still picture quality * Good performance for shooting 'on the fly' * Continuous mode for quick sequential still shots * Can snap 640x480 still shots to SD card while recording video to tape * More... Bads: * Package does not include a DV tape * Included 16MB MMC card is far too small * Included battery is a little short-lived * Firewire DV cable not included Additional items I bought: * Pack of DV tapes * 512MB SD Card * High-capacity BP2L14 battery * CB2LT battery charger, enabling charging of both batteries at once (one in camera, one in charger) You'll also need a carrying case that snugly fits the Optura 60 and the above items.",4/13/2005,95.0,95.0,A39XMF85HDCRHB,B0007W2H48,5.0,0.0,707529.0,4.0,Excellent.,0.0,0,490,Canon,999.0,Canon Optura 60 MiniDV Camcorder w/14x Optical Zoom,Binding->Electronics,BatteriesIncluded->1,Brand->Canon,BatteryDescription->1 Lithium NB-2LH,DisplaySize->2.5,Feature->Print & Share technology for easy downloading and transferring,FloppyDiskDriveDescription->None,HasRedEyeReduction->1,IsAutographed->0,IsMemorabilia->0,ItemDimensions,Label->Canon,ListPrice,Manufacturer->Canon,MaximumFocalLength->64.4,MinimumFocalLength->4.6,EAN->0013803050691,"Feature->14x optical zoom, 280x digital zoom",Feature->Advanced 9-point Auto Intelligent Autofocus,Feature->2.2 Megapixel CCD with RGB Primary Color Filter,"Feature->6 new Scene Modes - Foliage, Fireworks, Beach, Snow, Sunset and Spotlight"
"After some research, I bought SanDisk 4GB Mini Drive. I love it. It is easy to use by plugging in the USB 2.0 drive and PC will do the rest. It is transportable and light weights.",3/16/2006,12.0,5.0,A3048N8ZA0PN7V,B0007TC38Q,5.0,0.0,708960.0,3.0,Great Mini Hard Drive,0.0,0,1409,SanDisk,159.99,SanDisk SDCZ2-4096-A10 4 GB Cruzer Mini USB 2.0 Drive (Retail Package),Feature->4GB USB Flash drive,Binding->Electronics,Feature->Small size and easy to use,Brand->SanDisk,Feature->No drivers required,Label->SanDisk,ListPrice,Manufacturer->SanDisk,Model->SDCZ2-4096-A10,MPN->SDCZ2-4096-A10,PackageDimensions,ProductGroup->CE,Publisher->SanDisk,SpecialFeatures->nv:Type^Flash Drive|Memory Size^4GB|Write Speed^USB 2.0,Studio->SanDisk,Title->SanDisk SDCZ2-4096-A10 4 GB Cruzer Mini USB 2.0 Drive (Retail Package),Feature->Hi-Speed USB 2.0 certified,Feature->Two extra color caps and a neck strap included,IsAutographed->0,IsMemorabilia->0,ItemDimensions
